customer_unique_id,recency,T,frequency,monetary_value,predicted_purchases_6m,expected_avg_profit,CLV_6M
34d543245a1f8fd76371fd57bb49a31f,1e-06,198.000001,3,146.04,1.636435745201795e-26,148.83798817498854,2.3589637930265166e-24
34e39382b0e4b079b9e9b743f6dd4d6b,1e-06,148.000001,2,82.9,3.3770204825213343e-18,87.6148655811682,2.866940899854903e-16
34f621d6b7b92ad2d4e895315af716a4,1e-06,464.000001,3,109.8,5.193303427887306e-28,112.80121037049713,5.666104765923145e-26
34f70f4e502d74bebd37b1875c1c4ccd,1e-06,12.000001,2,70.7,3.518532102859407e-15,75.51719913395989,2.594448147536996e-13
34fbeb535f3ba8b34bb0f919b0ad36bb,1e-06,192.000001,2,47.59,1.553812217245981e-18,52.601045724535005,7.915232608775701e-17
3503dbe4f22b0f54a6198dd8b014af4b,1e-06,123.000001,2,184.52,5.82704869315637e-18,188.3824774143901,1.0641024457963445e-15
3504bea0c72ad9e945b63f889702d2d4,203.000001,456.000001,2,80.095,0.20398012145062228,84.83339391031416,16.735871345664066
3508ec74710c6c5650a963ae690fb1b9,1e-06,449.000001,2,64.68,1.157798292794781e-19,69.54769487066531,7.787984734855796e-18
3509c8111bbacb04f27aa58752d99b47,1e-06,480.000001,4,177.32,1.7853479883561455e-36,179.2896963961392,3.0960674739769375e-34
3509f35790035e4d9c9ce55ad28fbba7,1e-06,241.000001,2,232.72,7.825406865688051e-19,236.1781760009016,1.7891080104172774e-16
350fdb306568e0cecf20919428b96c17,1e-06,158.000001,2,469.6,2.7813917549105253e-18,471.0712274775166,1.269385795932491e-15
3511aa3ff5fb9645041bf1875415142d,25.000001,57.000001,3,67.86333333333333,0.9088733221638335,71.09971096300023,62.792553938516164
35150e1ba134ac622dcf1aaf3f072396,1e-06,209.000001,2,199.08,1.2038647592698591e-18,202.82034819073053,2.364229892531351e-16
351a0e8f58d932eac460f4b7a8321d64,1e-06,218.000001,2,77.04,1.06008664192092e-18,81.80401923849274,8.396200164599553e-17
35275bb2b340c4f4a51845f26f7225da,1e-06,274.000001,3,168.03,4.43634740511449e-27,170.70467536927015,7.3302643338979715e-25
352794015ee3fe37f5e2753148874bae,1e-06,278.000001,2,275.2,5.067402579180753e-19,278.3018539252794,1.3648648694309582e-16
353027c49c4fb3c827f2745b44ebb3f2,1e-06,315.000001,2,158.66,3.4575467757933788e-19,162.739390994324,5.444615426112087e-17
353e992ecbfad2cfee33cf1ea4c2a2d1,1e-06,60.000001,2,85.72,4.58939926166814e-17,90.41121143208028,4.030252627249848e-15
3544017c06d0f3b358fffa7a3df9c053,1e-06,114.000001,5,414.4,3.5289916090140645e-41,415.17761150695407,1.4211738050388893e-38
355ae139c8a163fb77c065a2d1403ed9,25.000001,502.000001,2,165.275,0.001933660107387648,169.29890439992096,0.3165805062924955
356c2a2edf34ce811f5d75d3a48d1632,1e-06,215.000001,3,119.27,1.1770026623388509e-26,122.21810567426462,1.3929993902477655e-24
3572efa7933c2e02d4c7024db6052b56,1e-06,226.000001,2,181.76,9.506915021289306e-19,185.64562828371018,1.7086887351754205e-16
3578707d5fbfaaad05a3862a179bf76d,1e-06,212.000001,2,105.62,1.153234591092324e-18,110.14429030908398,1.2298967251848465e-16
357ae7be4a22fee3a22cca59f6b681fc,1e-06,149.000001,2,205.09,3.31030042154959e-18,208.7799363339864,6.696639244311392e-16
357db15188917085133588f0fd96950e,1e-06,204.000001,2,165.04,1.2949494684587607e-18,169.06587557901162,2.1199664224702254e-16
35825208c1a9b2d7cccd2eee08d8cbc6,1e-06,185.000001,2,44.77,1.73688478748753e-18,49.80469987362292,8.378068968415792e-17
35949a9aff4cb9adb7394c44bb21e075,1e-06,182.000001,2,626.28,1.8240525775295478e-18,626.4369962437949,1.106704188785769e-15
359bacb2b5c52b4287667a7bc6c7bc63,28.000001,499.000001,3,322.59999999999997,0.0002947086559772529,324.4078968162965,0.09246309259409362
35a382f91046bec8ef1acb7dc62b7318,1e-06,133.000001,2,398.18,4.630735000708227e-18,400.2502981611545,1.7963666146737495e-15
35a5df988e3223b0d1db59bea91fbeda,1e-06,337.000001,2,104.0,2.81017849191935e-19,108.53787886281533,2.9510753902392616e-17
35a71ad2ea8603b9557711cf960a2efe,1e-06,305.000001,2,382.0,3.816895171217419e-19,384.2060159385455,1.4190617836137216e-16
35a82f280655f621b4257db3c7c4b086,1e-06,292.000001,2,231.34,4.361176923596059e-19,234.80975143556162,9.910032110106401e-17
35aabace9e8c8f00fad6099760de33e0,1e-06,151.000001,2,92.45,3.1819915119997265e-18,97.08476021812223,2.993215449006656e-16
35b45b906d1450b3540dc96692f58583,382.000001,444.000001,3,220.72,0.745195484226627,223.09920689572303,160.80866536596645
35b4d933c1a31b9200202f84b2895db9,1e-06,154.000001,2,106.74,3.001556244880239e-18,111.25489575341786,3.2354502706724097e-16
35bbb96d850c5f9ab81302b4dd1670c4,1e-06,495.000001,2,113.56,8.548867675229304e-20,118.01768961980807,9.757066631377877e-18
35c0a8204594e54ed2d25806815f352a,1e-06,217.000001,2,228.66,1.0749052607997977e-18,232.1522312651913,2.416091988385626e-16
35c62cb24d4c38a9d121fed1a43b2237,24.000001,29.000001,2,59.0,3.0233477544788725,63.91533868868637,188.13056357706773
35c636d4e43216044ff512852a93fc48,1e-06,327.000001,2,155.78,3.0827272047666173e-19,159.88354842317975,4.7689434906495375e-17
35cac0573a06f610cc8e356e0710d9b1,1e-06,557.000001,2,425.2,5.916035239379197e-20,427.04365450570924,2.4429550188121948e-17
35d0b790a53b0d57ae2c785a6f27ad6b,1e-06,478.000001,2,259.38,9.531265759713014e-20,262.61455202406336,2.4207446772745508e-17
35d682be065079511a598dcd6d2c2604,1e-06,277.000001,2,171.97,5.123432145729911e-19,175.93774676582748,8.723898785075845e-17
35d760b49a4d1184ef286325917758f1,1e-06,334.000001,2,85.38,2.888499865456769e-19,90.07406335076463,2.5173438968785754e-17
35dd6fdbd3caca7333ef2c6675547bd1,1e-06,371.000001,3,205.65,1.2963700295575084e-27,208.11371458022398,2.6102325242678855e-25
35de25c73544f00e8adde226a4d1bdcc,132.000001,465.000001,2,173.69,0.08846432416225782,177.64331941248307,15.198527579971
35e146c985a9cf989c91edb4c0c156fa,1e-06,590.000001,2,169.23,4.9415409295119834e-20,173.22072987522495,8.2765897895278e-18
35e8c3d0cda1c5bb832be1e5ab014bd0,1e-06,272.000001,2,177.44,5.4161370736462725e-19,181.3618644269938,9.506895562622768e-17
35e9d2caa31b87cc3d1ad10d72271140,11.000001,426.000001,2,44.995,0.0005182704699909941,50.02781257449356,0.0250782131816277
35ecdf6858edc6427223b64804cf028e,238.000001,389.000001,7,114.91142857142857,0.46547303702614506,116.18947268999517,52.32919474767795
35ed93b42447b1ba7d7d49978156d5d4,1e-06,62.000001,2,259.15,4.184235278600034e-17,262.3864812631733,1.0662730186427785e-14
35efd65c9611ebec2a436a0a0ca739a0,1e-06,152.000001,2,119.54,3.1202939660597103e-18,123.94752940294788,3.7472697863947573e-16
35f7cbc6e96e4500909c7f5fc0d57287,1e-06,525.000001,4,103.8,1.129943881456194e-36,106.07933776921475,1.1592465165647648e-34
35fc59190f6c1aae9fa73515d7851156,1e-06,454.000001,2,131.42,1.1186557660827278e-19,135.7278800089179,1.4684852805929005e-17
360e5466682fd1c155990ebea3d3af5c,1e-06,111.000001,2,216.09,7.86809889749945e-18,219.68766837655127,1.6760236838740347e-15
3617efb115f44e927be4777c5a72bd9a,1e-06,272.000001,2,144.54,5.4161370736462725e-19,148.73782949968617,7.796760447585276e-17
361d5cb6776dc1e86e39521425e01a84,1e-06,409.000001,5,106.9,1.671266794295122e-44,108.71455375152252,1.757801998148232e-42
36208b4ee25d4fd88b28e927f318dc9f,1e-06,353.000001,2,146.68,2.4363604782347586e-19,150.859879187967,3.55592849747139e-17
3620cc23ffb1050d0bc60b76279a9625,1e-06,325.000001,2,660.46,3.1413558877033497e-19,660.3302945360555,2.0070834309685129e-16
362928c8cd61df2e6951751dffb4be85,1e-06,308.000001,4,304.1825,1.6973809938822438e-35,305.6178944552823,5.020605403990085e-33
3629c99b2eeb7ce39e112a13db76a08f,1e-06,442.000001,2,155.14,1.2156732494750124e-19,159.24891674070324,1.872451184062737e-17
362a9847480149ea6dda85f669ef7347,1e-06,316.000001,2,132.16,3.4240979163457304e-19,136.46167289178138,4.521279332113453e-17
362c14f75d83ab0db35c9f69eb4a1b8c,1e-06,472.000001,2,158.2,9.913207777867958e-20,162.283249472544,1.5558704424019335e-17
3633902a0addd1ffc74cbc13d96da288,32.000001,71.000001,3,120.93666666666668,0.8590077331575106,123.87542621347046,103.3289752476444
363b399d7d9cc1bb75943e404e6731d0,1e-06,81.000001,2,102.64,1.9566732523807606e-17,107.18928653755277,2.0353575072467406e-15
363e83b3ca844fb411e796dae4e14867,1e-06,91.000001,2,218.66,1.400124203086821e-17,222.23611122649595,3.0186461685455738e-15
3640e6f25acbfb28e18af1c37fe4ffe3,1e-06,67.000001,2,122.8,3.36022574522797e-17,127.18018453556255,4.149518677717403e-15
36445bb429c8bb13c3f8cd6794723647,1.000001,471.000001,4,96.83,2.874090676528171e-11,99.13869305172749,2.7560024997850108e-09
3644b5b6a1f536e4f864bec4106502d8,1e-06,544.000001,2,101.92,6.368958395909557e-20,106.47532589476671,6.5575210665818215e-18
3648f9e5f51f679ed24deff1f031a093,25.000001,290.000001,2,114.175,0.01045572328235203,118.62753100218782,1.2003060185819678
364eb78108f9497580ca43f397733322,1e-06,29.000001,3,205.94999999999996,2.614577909790422e-23,208.41203227728099,5.3069437469573755e-21
364f7934597f72889dd3e205e8c80778,1e-06,203.000001,6,264.6,8.875319906801908e-51,265.66956992702694,2.284046696840924e-48
36580bf41e01fe07a72d6e9b4a8d4dfc,1e-06,197.000001,2,175.6,1.4383480808256493e-18,179.53729833987387,2.5007357579209004e-16
365b2aab4b47a72fadc062bca9739730,1e-06,331.000001,2,69.56,2.9697129756004776e-19,74.38676144954863,2.137401087996969e-17
365d97e627cf83fa0c08e651d4e7f168,1e-06,172.000001,3,322.38,2.8673386271138026e-26,324.18913050512134,9.005630094068115e-24
3660e33bc132658a08c234cc82e6d0cc,1e-06,232.000001,3,345.65333333333336,8.673118794057937e-27,347.3319545145915,2.9167258521724032e-24
366516219e06d4f39db335aaea72120e,1e-06,207.000001,2,171.3,1.2392534900233724e-18,175.2733667232349,2.103218330376464e-16
3672d762029f6a1869ac18325abf4795,1e-06,22.000001,2,294.71,7.157832897192436e-16,297.6482041207739,2.0761543866224424e-13
367f4686d7112d69feed92b02a1775ed,1e-06,466.000001,5,139.74,7.553413036731019e-45,141.44381169197254,1.0334529678813325e-42
36835006f94474e84f94706abfad222c,1e-06,222.000001,2,41.36,1.0034299928877448e-18,46.42330294042781,4.509990345710967e-17
36871f028d790a41ecb6f078d05b7bd4,1e-06,454.000001,2,110.74,1.1186557660827278e-19,115.22134376889598,1.24661821376449e-17
36960608076d6103c6f3a513b5123884,1e-06,233.000001,2,51.7,8.668506476014546e-19,56.67657106043878,4.7562326528028606e-17
36a99d467d12cc521cb622bc4927bfca,1e-06,332.000001,2,155.14,2.94231254154728e-19,159.24891674070324,4.53355992045494e-17
36aad42658db613bb6d473de62a16391,1e-06,100.000001,3,279.05,2.416246621425215e-25,281.1021111268484,6.589042106933637e-23
36be413fe0f4a74eee7b764e758730ed,1e-06,270.000001,2,107.78,5.539369771548864e-19,112.28617223744217,6.019977168917309e-17
36cb18374cd2f3eb0394ecde34691a9d,1e-06,82.000001,2,126.34,1.8890501248654372e-17,130.6904910292607,2.395760977873892e-15
36cbfc807689e6396e4b115c72f976a3,1e-06,279.000001,2,413.84,5.012175538255909e-19,415.7789421417514,2.0168540388173318e-16
36cfec707344b75d20e6c7ef583c3b8c,175.000001,275.000001,2,68.32,0.52569430353018,73.1571625647504,37.22009564667266
36d02d6dc2cafe7e7c6bf96b830270ab,1e-06,164.000001,2,196.68,2.4894105987456283e-18,200.44047938144362,4.833839197976718e-16
36d13ad5e10481dcb648df14f576379b,1e-06,128.000001,2,383.25,5.1835478395608665e-18,385.4455309433824,1.9366129386041244e-15
36d8163d058b1fef06dbe40506eb8aa4,1e-06,106.000001,2,1070.74,8.998859397397259e-18,1067.1688674836473,9.312715130143292e-15
36d9cc02c910d8c59caa1674f53c3ffb,1e-06,226.000001,2,83.68,9.506915021289306e-19,88.38832294418644,8.135291583864933e-17
36daea52b0391fe31b9f5696e227beef,1e-06,47.000001,2,153.23,9.084663881465005e-17,157.35493781331243,1.3895517842678902e-14
36def45e1f60582815cbf52cf3c33b1f,1e-06,155.000001,2,628.42,2.9444192364253853e-18,628.5590459320756,1.793117286664535e-15
3702265e16e5246cff7462ea675f6d90,1e-06,512.000001,2,101.9,7.695126276826734e-20,106.45549365468932,7.92195350627673e-18
3702a031c0facbc9afe8ae0c7b7f52bf,1e-06,247.000001,3,219.39,6.741264651933374e-27,221.77666510543676,1.4473831407873353e-24
37047f2cdc3f0ad40fedd303da42fafa,1e-06,359.000001,2,347.58,2.313078055492787e-19,350.07473076535615,7.833918477162382e-17
370cd3b09ea745fe047fd11db7430441,1e-06,274.000001,2,88.275,5.296482731143995e-19,92.94478010196694,4.764426418008568e-17
37101b570138c62a0f9f2e0d5d59676f,1e-06,238.000001,2,433.28,8.128368115863822e-19,435.0558794969751,3.4233210494979965e-16
371fefdc755a3deaa9c557e2266e123d,1e-06,128.000001,2,97.22,5.1835478395608665e-18,101.8147494765799,5.115528533811047e-16
3724bfc68569cc4df876284536b8add9,100.000001,466.000001,2,323.53499999999997,0.05006532735780052,326.2314201323132,15.79597470590937
3725c5b8c1cf5ee69158f66922a862c4,174.000001,185.000001,2,85.435,1.0638969054211025,90.12860201097746,92.86598877119138
37266d5c6bf5cb0700372d16599a9b21,252.000001,324.000001,2,155.025,0.5732872519165101,159.13488136025825,88.27105504771731
3729f8f3dacbb68f393d2d6ad2b3dc91,1e-06,183.000001,2,67.69,1.794369014548966e-18,72.5324470023126,1.2605385062194829e-16
372b41e8faa2819e0b6346b16cdf402b,36.000001,71.000001,2,72.22,1.0257181826719657,77.02444937984158,76.6981061777779
372c5519d40e30b96734fec213649f25,1e-06,131.000001,2,140.92,4.842038572337911e-18,145.14819404567848,6.811907355283203e-16
373cdc681e007b7c4acb534daaa265da,1e-06,471.000001,3,113.31,4.883913196024313e-28,116.2915274260646,5.493329582559248e-26
373d3f34130410953210f0a3b76292d4,1e-06,226.000001,2,117.93,9.506915021289306e-19,122.35103407671794,1.1261231174507342e-16
374750ed3d0d0e2503872b9014cee11a,1e-06,160.000001,2,84.78,2.6792725210386657e-18,89.47909614844292,2.322584917917359e-16
374a977249df7fd838c1fe68843b33b1,1e-06,93.000001,2,84.76,1.3149649359991136e-17,89.45926390836553,1.1411558253186015e-15
374e691dbb76d69d922f33c59431bb5f,1e-06,344.000001,2,213.74,2.637975681584394e-19,217.35738016745788,5.5475090181553047e-17
374fcbbfcf189ae177b2f955f9e74b3d,334.000001,432.000001,2,51.315,0.44520601597731024,56.294800438949004,24.240938167258083
375257c83225a71cf8b857f2104741b2,1e-06,127.000001,2,155.98,5.304438104267929e-18,160.08187082395364,8.230806093049783e-16
37545efd489b0b7c9aa20690f344271d,1e-06,345.000001,2,448.84,2.614517158161714e-19,450.485362277185,1.139523551831413e-16
3757b52d2d8b98130fdef2749af76fdc,1e-06,239.000001,2,128.18,8.025693524187224e-19,132.51505711638066,1.0295415646113563e-16
375b9a4373efc9614802c6988cdf2869,1e-06,279.000001,2,150.34,5.012175538255909e-19,154.48917912212949,7.493937121034224e-17
37669671d35808111ab0d229e546221f,13.000001,138.000001,2,137.76,0.022669893253900595,142.01470011345074,3.119980221339199
376f87fc0c95ceb6668c29f4f37db4b4,1e-06,291.000001,2,108.2,4.407162001080326e-19,112.70264927906737,4.806740006101768e-17
377860a7242c2e503c926b76ab6e0a65,229.000001,461.000001,2,51.55,0.24025600231677616,56.52782925985834,13.134843797470397
3786e249b4f0204ecd72d5af64a2fd89,1e-06,420.000001,2,125.58,1.424213612332058e-19,129.93686590631987,1.7899889816505077e-17
378c06babf08c70f32e748ac24ea33e0,1e-06,225.000001,2,44.45,9.635274846211942e-19,49.48738403238467,4.6163704822540174e-17
378c702fe06f37937a5fb0253f8493d0,1e-06,419.000001,2,152.34,1.434771412325261e-19,156.47240312986855,2.1715234728428008e-17
378fb2992e03f14500fdbc41100b98fa,1e-06,387.000001,2,719.82,1.8345885199468874e-19,719.192383085751,1.2763500479849419e-16
3797de5ad80619a55a3c0a8a034f5ae6,1e-06,235.000001,4,604.76,6.620198729203103e-35,604.9294636906519,3.877739039802032e-32
37983ea49264e00421faeb401761a344,1e-06,559.000001,2,362.38,5.850143813985969e-20,364.75058842262524,2.0633528798639186e-17
379a5698aeca26ff55abca9bc7fcaa4f,96.000001,277.000001,3,107.39666666666666,0.1571185723418642,110.41135415296233,16.790905096823476
37a4bcd5a69907ec14e92b2472d1424e,1e-06,180.000001,2,106.0,1.885388854756131e-18,110.5211028705544,2.0182391331828135e-16
37a5bb54488977d03991c0bd922db37c,1e-06,49.000001,3,258.06,3.702202895410414e-24,260.22981625609026,9.366418478790104e-22
37bc3d463e2a0024012a7fa587597a3c,1e-06,133.000001,12,1246.97,2.1994457822375085e-97,1246.1225179239505,2.658074302444019e-94
37cc3e75e39bb11d75a1982ac0d07c17,20.000001,571.000001,2,54.24,0.0007880486304387219,59.19526555026739,0.04510607251929408
37cf7c94e4f9624b4507713dc6a58fab,1e-06,274.000001,3,349.08,4.43634740511449e-27,350.73940554319864,1.5061172456959624e-24
37d0b647301742b1b17d627e4c10aeae,1e-06,266.000001,2,95.95,5.797111063429519e-19,100.5554022316656,5.642033211247583e-17
37d2d1ac62901f9a36cff32ca86c9337,59.000001,276.000001,2,90.88,0.07765233532796366,95.52792937204705,7.179103340725269
37d7a8654918a844ec0ce4b049cca9b0,1e-06,21.000001,2,207.18,8.101458876867965e-16,210.85240542207373,1.6648844954261564e-13
37d7f68849e1f7a6bcc58225180fc4f3,1e-06,134.000001,6,826.7999999999998,1.5913994791573624e-49,826.2888199021156,1.2750165048714897e-46
37dca09dbcd3b46dd024b2c742e6e362,1e-06,411.000001,2,74.78,1.5230465828499265e-19,79.5629761097476,1.1721366199918638e-17
37dfc03a111d12adb03a699829213af4,1e-06,313.000001,2,148.53,3.525742906511701e-19,152.69436139512564,5.209356781777443e-17
37ee946073f13847d64af1e3bc984da7,1e-06,23.000001,3,288.51,6.123794969945745e-23,290.50906250738063,1.733974787254889e-20
37ef9a394acb71843b127f61a5809022,1e-06,274.000001,2,194.8,5.296482731143995e-19,198.5762488141689,1.0179183003083432e-16
37f2527bb624e379f72a742154fdb762,17.000001,110.000001,3,82.72,0.025287884601098865,85.87306624948094,2.1060450867078027
37f4340bf142d30c274f7bb3756a7b45,1e-06,278.000001,3,147.3,4.1839774951908186e-27,150.09092250262816,6.078298009249882e-25
37f5eb2778c29cf0559366f745ec4bb4,1e-06,77.000001,2,213.62,2.2617756624080924e-17,217.23838672699353,4.7689152692637445e-15
37f8e7062a53c1a0fca4f59f4c6b1429,200.000001,517.000001,2,82.435,0.1437598682000296,87.15376599936886,12.116012378478343
37f9711adee5be5ffdff5b728b8eb529,1e-06,326.000001,2,128.2,3.1118602182774646e-19,132.53488935645802,3.990575009093597e-17
37fcc959606ea0690e0d0864683e36bc,1e-06,421.000001,2,167.82,1.4137575226470554e-19,171.8225569497689,2.3496151117513134e-17
3806104dbbc3d14c17b091b3b8e38d59,1e-06,270.000001,2,154.24,5.539369771548864e-19,158.35646593722066,8.489935051634242e-17
38129f4e081e047f1253f08e46f38b5b,1e-06,408.000001,2,119.74,1.5579844687612063e-19,124.14585180372177,1.870911262228021e-17
3813910afdc0dedd4d403ab280589174,1e-06,470.000001,3,726.06,4.9266871273387644e-28,725.6054236650851,3.4576116061591684e-25
38195b3f9f8579b1a21ba8854bf4386d,1e-06,40.000001,2,245.9,1.41870674381517e-16,249.24762221190204,3.439024338199508e-14
38244f285d64696e19b5d2ff854a3ea3,1e-06,135.000001,4,127.48,1.0410574545241531e-33,129.6596056185832,1.3086135581521642e-31
382ad79426068e4ba6ed73491d4441cb,1e-06,451.000001,2,74.59,1.141928958352346e-19,79.37456982901237,8.766530602138391e-18
382d87ad789873a3337747526a053bd9,1e-06,35.000001,2,124.07,2.0457837183403104e-16,128.43953178047687,2.5565861639995925e-14
3839a5cbd3547a4f06c2edf6da3a8934,1e-06,126.000001,2,174.86,5.429083369355324e-18,178.80350545701043,9.409609374015145e-16
383a372bb06ef1c032c7dc50636eee24,1e-06,100.000001,2,108.64,1.0658552072089404e-17,113.13895856076996,1.1695853257852331e-15
3845629d8ac15f4c0e482b5d68e608d8,1e-06,548.000001,2,568.9,6.22489550898774e-20,569.5382994617611,3.4282637493783375e-17
384d6654ad80e9f1426b7a4ef9e40997,1e-06,161.000001,3,237.28333333333333,3.727186934462158e-26,239.5696584143505,8.651931695807369e-24
38505d03328fe209000f0bfee6709cf4,1e-06,299.000001,2,193.67,4.056296623765412e-19,197.45572724979633,7.750668594690241e-17
385c9b924a87df624e37ece47e89cbe9,1e-06,79.000001,2,63.38,2.1018831724387568e-17,68.25859926563491,1.3924118008503437e-15
3864c285eae52aad13ab1952a572cf4d,1e-06,200.000001,2,85.56,1.3744541863514014e-18,90.25255351146116,1.2012303615838553e-16
3867198d50d68da57284e0cfec9d1902,1e-06,277.000001,2,102.56,5.123432145729911e-19,107.10995757724321,5.3110628387286464e-17
386afcd4a65f713fd2f292a7a9fc45ef,1e-06,236.000001,2,352.66,8.338957998074752e-19,355.1121197450134,2.866703974775968e-16
3871b0ab0166a2f441fa762f5206cacc,84.000001,436.000001,2,166.57500000000002,0.04234487890595703,170.58800000495137,6.986592377914462
3872dc3409c953b02afd0feda0b1d812,1e-06,332.000001,3,209.93999999999997,2.0374951562851602e-27,212.37965764813973,4.187235263069172e-25
387374337b75210c1655087cd3f6d089,1e-06,107.000001,2,138.68,8.756268713805983e-18,142.92698315701074,1.2136083070982595e-15
38775863e907bb656c90a73fbc8083e4,1e-06,258.000001,2,160.89,6.361838021371322e-19,164.95068576295304,1.0157268340354369e-16
387b38ebe598313ef56ef3df19b192af,129.000001,166.000001,2,42.769999999999996,0.9775915005897308,47.82147586588385,45.286783148383506
38821e4eb83d6950e84c3529fa6d887d,1e-06,223.000001,2,87.62,9.89891567425184e-19,92.29527423943239,8.845371542847442e-17
38849f9ea768be98e705c65e8beadfdf,1e-06,49.000001,2,149.36,8.090885056227015e-17,153.51739935833734,1.2072064725932816e-14
3884effb73a5df3aa3d6c4b458e55dbd,1e-06,366.000001,3,110.25,1.3700991796755986e-27,113.24868691608272,1.501214555546016e-25
388661387449408a9ab88ea55c9f1a0f,214.000001,392.000001,2,195.64499999999998,0.3179820444738707,199.41416095743864,61.33796782460309
3894c7d8e29573e308ebc285ecd61d39,1e-06,497.000001,2,294.14,8.442179110500086e-20,297.0829852785683,2.4254598181102195e-17
3895f60f6e6a89e5cfb7b72ffdcdf7e0,1e-06,229.000001,2,2204.04,9.13508612088108e-19,2190.9627514689887,1.9376534306470095e-15
3897924b7801bceca8326098b209832d,1e-06,403.000001,2,144.76,1.6185880716039311e-19,148.95598414053748,2.332161528044872e-17
38984b0187e1e54e2ffe2d03cba9d4e4,1e-06,23.000001,2,133.95,6.357318655973991e-16,138.23665837870783,8.562635604548132e-14
38a4f1deb45ca914dd13c73b41775d71,1e-06,273.000001,10,1440.1,8.279021490896663e-85,1438.757124217083,1.1532808617292076e-81
38a5663d9f47ad993d751656ddfdfc3f,1e-06,273.000001,2,509.66,5.355870737934041e-19,510.79520435253005,2.6477530210482993e-16
38af33fca0e5c2be6bb04f77f51b2cbe,1e-06,37.000001,6,286.02,1.014896046003361e-45,287.02934284496786,2.8359210102244725e-43
38b4a67d257396aae957751d66804da1,1e-06,277.000001,2,141.44,5.123432145729911e-19,145.66383228769064,7.222762328628937e-17
38b70b993e11d6fb460d550ec9891153,1e-06,489.000001,2,114.2,8.879733911711839e-20,118.65232130228458,1.0189322579639971e-17
38bfe8e3b53678fc301fcb2282176ab1,1e-06,246.000001,2,176.16,7.352657489512069e-19,180.0926010620408,1.2817841320330505e-16
38c82315266557c3d9c4312643d1717c,1e-06,184.000001,2,134.6,1.765318651845116e-18,138.88120618122304,2.374509323703282e-16
38d1001d95e45a038526c06f72bea54a,1e-06,303.000001,2,186.6,3.894581685420985e-19,190.44503038243874,7.177308232331448e-17
38dd3f4e8a4cc5e32dd0a4426a1961fa,1e-06,363.000001,2,48.99,2.2354095935712433e-19,53.98930252995235,1.1675795878379627e-17
38debf1cb87d849b5975b2bc5fd85c64,1e-06,211.000001,2,139.36,1.1697944020790195e-18,143.60127931964203,1.6265246242508387e-16
38e74ef4e3bcf3019fd22b84649bf90d,1e-06,415.000001,2,84.245,1.4780445495390457e-19,88.94858372637272,1.2716733340547954e-17
38f700a297fe5d479187e8df810e5f66,1e-06,155.000001,2,133.46,2.9444192364253853e-18,137.7507684968118,3.9296751171034733e-16
38f82c33d5fe14b9e9d2122aef0f7e12,1e-06,276.000001,3,138.21,4.307872665097404e-27,141.0518962817996,5.881460748644741e-25
38fb75ff8e5db1b3885a77beb1442f63,1e-06,8.000001,2,159.22,9.977849572455138e-15,163.29469371649094,1.5928992891922233e-12
3904ade0c6610a7c4fb9ec34259528f6,1e-06,286.000001,2,77.1,4.64690031759979e-19,81.8635159587249,3.6814826722607204e-17
39104edef5e46d7b8c61848cc95e6d97,80.000001,412.000001,3,42.089999999999996,0.018852293505280882,45.470906144721404,0.8292388458420101
3912b4eea85ce6a8745ff02382a92730,1e-06,282.000001,2,203.42,4.851168978523384e-19,207.12394428752427,9.724229012926122e-17
3930e53785d327ae6056c72f3cfdea4f,1e-06,537.000001,2,159.12,6.631766037337127e-20,163.19553251610398,1.0465626974934553e-17
3932bd59c5d6ff8874b63212ecb459f0,1e-06,119.000001,2,125.44,6.419963340450059e-18,129.79804022577812,8.0784867091147005e-16
39361be8bed3f1f846461b49fdc6aa6c,1e-06,161.000001,2,190.64,2.63006440400091e-18,194.45114287807164,4.954549868096028e-16
3941d548b98c232be3b02321648523ad,1e-06,38.000001,2,145.95,1.633414040234898e-16,150.1360024251422,2.3854239441939816e-14
394321f054de04b5b9ac27010a355696,1e-06,384.000001,3,442.74,1.1264513690206158e-27,443.87419056440905,4.837285372135439e-25
394ac4de8f3acb14253c177f0e15bc58,235.000001,249.000001,6,170.35833333333332,2.797388850825493,171.6928846138483,465.04785151844163
394d221f2bc5ba8e3ce837f94bbf7e7e,1e-06,535.000001,2,222.42,6.709458128829532e-20,225.96457236104538,1.466078350518865e-17
394d71147c6b16bdb40639b2ce872d8d,1e-06,418.000001,2,115.36,1.4454321509393455e-19,119.80259122677323,1.674978399494431e-17
394dc24b7c4c8fa4ffbd0d36ddf26477,1e-06,277.000001,4,182.72,2.8979335603206047e-35,184.6669534225999,5.1802633853507054e-33
394e443b39ff54e40240589056638f54,1e-06,187.000001,2,110.0,1.6818023493301505e-18,114.48755088603254,1.8647754103021112e-16
39518dab7aa8a79da80322d53bf504d4,1e-06,33.000001,2,239.5,2.4018010432581326e-16,242.90130538713703,5.677452105326208e-14
39618678c9395910a7d675df2b0af941,1e-06,37.000001,2,157.04000000000002,1.7573082454408977e-16,161.13297954805537,2.7545765946569162e-14
396a2896142e38bd706c5cdd1a865598,1e-06,5.000001,2,66.68,3.276848329491336e-14,71.53091887840438,2.294591018620175e-12
396adb4d8570f382a271ba14a73d0190,1e-06,138.000001,2,223.0,4.153223585504767e-18,226.53970732328972,9.118130151447078e-16
397017a63f9c38e08a205d660a5d3019,1e-06,63.000001,2,187.15,3.9994613106562514e-17,190.990416984567,7.418275283387965e-15
